scenario_id,model,display_name,method,joint_revision_success,memory_state_accuracy,num_events,num_expected_evidence,approx_token_count
case-203786,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203787,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203788,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203789,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203790,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203791,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203792,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203793,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203794,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203795,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203796,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203797,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203798,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203799,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203800,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203801,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203802,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203803,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203804,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203805,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203806,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203807,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203808,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203809,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203810,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203811,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203812,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203813,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203814,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203815,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203816,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203817,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203818,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203819,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203820,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203821,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203822,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,225
case-203823,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,232
case-203824,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,221
case-203825,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,220
case-203826,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203827,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203828,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203829,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203830,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203831,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203832,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203833,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203834,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203835,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203836,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203837,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203838,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203839,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203840,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203841,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203842,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203843,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203844,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203845,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203846,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203847,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203848,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203849,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203850,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203851,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203852,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203853,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203854,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203855,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203856,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203857,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203858,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203859,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203860,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203861,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203862,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203863,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203864,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203865,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203866,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203867,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203868,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203869,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203870,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203871,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203872,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203873,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203874,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203875,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203876,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203877,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203878,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203879,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203880,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203881,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203882,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203883,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203884,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203885,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203886,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203887,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203888,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203889,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203890,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203891,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203892,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203893,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203894,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203895,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203896,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203897,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203898,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203899,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,216
case-203900,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,224
case-203901,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203902,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203903,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203904,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203905,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203906,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203907,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203908,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,223
case-203909,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203910,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203911,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,226
case-203912,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203913,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203914,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,223
case-203915,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203916,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203917,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203918,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203919,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203920,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,223
case-203921,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203922,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,219
case-203923,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203924,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203925,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203926,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203927,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203928,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203929,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,226
case-203930,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203931,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203932,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203933,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203934,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203935,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,226
case-203936,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203937,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203938,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203939,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203940,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,219
case-203941,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203942,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203943,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203944,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203945,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203946,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203947,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203948,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203949,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203950,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,223
case-203951,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203952,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203953,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,226
case-203954,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203955,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203956,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203957,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203958,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203959,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203960,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203961,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203962,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203963,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,233
case-203964,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203965,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,226
case-203966,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203967,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203968,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203969,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203970,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,219
case-203971,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203972,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203973,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203974,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,223
case-203975,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203976,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203977,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203978,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203979,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203980,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,223
case-203981,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203982,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203983,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203984,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203985,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203986,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203987,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203988,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203989,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,226
case-203990,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,223
case-203991,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203992,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,223
case-203993,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-203994,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,219
case-203995,gemma3_12b,Gemma-3-12B,MemPatch,0.0,1.0,7,2,226
case-203996,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,223
case-203997,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,229
case-203998,gemma3_12b,Gemma-3-12B,MemPatch,1.0,1.0,7,2,223
case-203999,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,233
case-204000,gemma3_12b,Gemma-3-12B,MemPatch,0.0,0.6666666666666666,7,2,219
case-203501,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203502,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203503,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203504,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203505,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203506,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203507,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203508,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203509,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203510,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203511,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203512,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203513,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203514,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203515,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203516,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203517,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203518,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203519,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203520,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203521,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203522,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203523,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203524,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203525,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203526,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203527,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203528,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203529,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203530,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203531,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203532,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203533,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203534,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203535,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203536,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203537,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203538,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203539,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203540,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203541,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203542,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203543,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203544,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203545,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203546,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203547,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203548,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203549,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203550,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203551,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203552,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203553,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203554,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203555,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203556,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203557,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203558,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203559,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203560,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203561,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203562,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203563,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203564,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203565,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203566,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203567,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203568,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203569,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203570,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203571,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203572,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203573,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203574,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203575,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203576,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203577,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203578,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203579,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203580,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203581,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203582,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203583,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203584,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203585,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203586,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203587,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203588,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203589,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203590,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203591,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203592,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203593,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203594,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203595,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203596,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203597,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203598,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
case-203599,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,223
case-203600,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,229
case-203601,llama3_1_8b,Llama-3.1-8B,Direct,0.0,1.0,7,2,220
